,Tag Combination,Count
541,"('explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_No preservatives', 'explicitly claimed health or lifestyle benefits_mapped_clean_Plant Based', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Jalapeno', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Spicy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chickpea', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_as an alternative to potato crisps')",1
540,"('ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'preparation or cooking method_mapped_clean_Deepfried', 'preparation or cooking method_mapped_clean_Dried', 'preparation or cooking method_mapped_clean_Panfried', 'preparation or cooking method_mapped_clean_Stirfried', 'preparation or cooking method_mapped_clean_Wood-fired', 'shapes mentioned_mapped_clean_Bites', 'taste profile_mapped_clean_Savory', 'taste profile_mapped_clean_Spicy', 'taste profile_mapped_clean_Umami', 'textures described_mapped_clean_Crispy', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_as an alternative to potato crisps')",1
531,"('explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_Organic', 'explicitly claimed health or lifestyle benefits_mapped_clean_Wholegrain', 'ingredients mentioned in the flavor names_mapped_clean_Bacon', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Salty', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Tortilla', 'types of snack does it describe_mapped_clean_Wholegrain', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Pairing with drinks')",1
525,"('explicitly claimed health or lifestyle benefits_mapped_clean_High Protein', 'explicitly claimed health or lifestyle benefits_mapped_clean_Wholegrain', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Tomatoes', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'preparation or cooking method_mapped_clean_Baked', 'shapes mentioned_mapped_clean_Wavy', 'taste profile_mapped_clean_Savory', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chickpea', 'types of snack does it describe_mapped_clean_Wholegrain', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Defeat hunger')",1
526,"('explicitly claimed health or lifestyle benefits_mapped_clean_High Protein', 'explicitly claimed health or lifestyle benefits_mapped_clean_Plant Based', 'one product or product mix_mapped_clean_One Product', 'preparation or cooking method_mapped_clean_Baked', 'shapes mentioned_mapped_clean_Sticks', 'shapes mentioned_mapped_clean_Thins', 'shapes mentioned_mapped_clean_Twisted', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chickpea', 'types of snack does it describe_mapped_clean_Pretzels')",1
527,"('explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_No preservatives', 'explicitly claimed health or lifestyle benefits_mapped_clean_Plant Based', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Jalapeno', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Spicy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Puffs', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Defeat hunger', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_as an alternative to potato crisps')",1
528,"('explicitly claimed health or lifestyle benefits_mapped_clean_Plant Based', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Sweet Chili', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'preparation or cooking method_mapped_clean_Baked', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Spicy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Puffs', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Defeat hunger')",1
529,"('explicitly claimed health or lifestyle benefits_mapped_clean_Plant Based', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Spicy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chickpea', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Defeat hunger')",1
530,"('one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_Product Mix', 'shapes mentioned_mapped_clean_Scoopable', 'shapes mentioned_mapped_clean_Triangular', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Tortilla', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Perfect for dipping')",1
532,"('explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_Nutritious', 'explicitly claimed health or lifestyle benefits_mapped_clean_Wholegrain', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Cheesy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Tortilla', 'types of snack does it describe_mapped_clean_Wholegrain', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_as an alternative to potato crisps')",1
539,"('explicitly claimed health or lifestyle benefits_mapped_clean_High Protein', 'explicitly claimed health or lifestyle benefits_mapped_clean_Plant Based', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Sweet Chili', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'preparation or cooking method_mapped_clean_Baked', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Spicy', 'types of snack does it describe_mapped_clean_Chickpea', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Puffs')",1
533,"('explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_Organic', 'explicitly claimed health or lifestyle benefits_mapped_clean_Wholegrain', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Spicy', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Tortilla', 'types of snack does it describe_mapped_clean_Wholegrain')",1
534,"('explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_Nutritious', 'explicitly claimed health or lifestyle benefits_mapped_clean_Wholegrain', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Cheesy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Puffs', 'types of snack does it describe_mapped_clean_Wholegrain', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_as an alternative to potato crisps')",1
535,"('explicitly claimed health or lifestyle benefits_mapped_clean_Wholegrain', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Ranch', 'multipack or single serving_mapped_clean_Multipack', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_Product Mix', 'taste profile_mapped_clean_Cheesy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Wholegrain', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Grazing', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Lunchbox friendly')",1
536,"('explicitly claimed health or lifestyle benefits_mapped_clean_Wholegrain', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Tortilla', 'types of snack does it describe_mapped_clean_Wholegrain', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Entertaining guests', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Perfect for dipping')",1
537,"('explicitly claimed health or lifestyle benefits_mapped_clean_Wholegrain', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Ranch', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Tortilla', 'types of snack does it describe_mapped_clean_Wholegrain')",1
538,"('explicitly claimed health or lifestyle benefits_mapped_clean_Plant Based', 'ingredients mentioned in the flavor names_mapped_clean_Ranch', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chickpea', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Tortilla', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Defeat hunger')",1
339,"('ingredients mentioned in the flavor names_mapped_clean_Lime', 'ingredients mentioned in the flavor names_mapped_clean_Sweet Chili', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_Product Mix', 'shapes mentioned_mapped_clean_Triangular', 'shapes mentioned_mapped_clean_Twisted', 'taste profile_mapped_clean_Spicy', 'taste profile_mapped_clean_Tangy', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Snack Mix, Trail Mix', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Energy for exercise')",1
316,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Garlic', 'ingredients mentioned in the flavor names_mapped_clean_Salt', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Ridged', 'taste profile_mapped_clean_Savory', 'textures described_mapped_clean_Crunchy', 'textures described_mapped_clean_sticky', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Corn', 'types of snack does it describe_mapped_clean_Popped', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Perfect for dipping')",1
337,"('explicitly claimed health or lifestyle benefits_mapped_clean_Nutritious', 'explicitly claimed health or lifestyle benefits_mapped_clean_Provides energy', 'ingredients mentioned in the flavor names_mapped_clean_Fruit', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'ingredients mentioned in the flavor names_mapped_clean_Lemon', 'ingredients mentioned in the flavor names_mapped_clean_Nuts', 'ingredients mentioned in the flavor names_mapped_clean_Vanilla', 'multipack or single serving_mapped_clean_Single Serving', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Flat', 'taste profile_mapped_clean_Savory', 'taste profile_mapped_clean_Sweet', 'textures described_mapped_clean_Chewy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Crisps', 'types of snack does it describe_mapped_clean_Wholegrain', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Energy for exercise', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_On the go')",1
151,"('explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_No preservatives', 'explicitly claimed health or lifestyle benefits_mapped_clean_Nutritious', 'explicitly claimed health or lifestyle benefits_mapped_clean_non Genetically Modified non GMO', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'ingredients mentioned in the flavor names_mapped_clean_Lime', 'ingredients mentioned in the flavor names_mapped_clean_Sour Cream', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Twisted', 'taste profile_mapped_clean_Salty', 'taste profile_mapped_clean_Tangy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Tortilla', 'types of snack does it describe_mapped_clean_Vegetable')",1
135,"('ingredients mentioned in the flavor names_mapped_clean_Chocolate', 'ingredients mentioned in the flavor names_mapped_clean_Fruit', 'ingredients mentioned in the flavor names_mapped_clean_Vanilla', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Wavy', 'taste profile_mapped_clean_Salty', 'taste profile_mapped_clean_Sweet', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Potato')",1
136,"('one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Spicy', 'taste profile_mapped_clean_Sweet', 'textures described_mapped_clean_Chewy', 'textures described_mapped_clean_Crispy', 'types of snack does it describe_mapped_clean_Bar', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_As a treat', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_On the go')",1
137,"('multipack or single serving_mapped_clean_Multipack', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_Product Mix', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Corn', 'types of snack does it describe_mapped_clean_Popcorn', 'types of snack does it describe_mapped_clean_Potato', 'types of snack does it describe_mapped_clean_Puffs', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_On the go')",1
138,"('explicitly claimed health or lifestyle benefits_mapped_clean_Gluten free', 'explicitly claimed health or lifestyle benefits_mapped_clean_High Protein', 'explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_No preservatives', 'explicitly claimed health or lifestyle benefits_mapped_clean_non Genetically Modified non GMO', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'ingredients mentioned in the flavor names_mapped_clean_Lemon', 'ingredients mentioned in the flavor names_mapped_clean_Tomatoes', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Flat', 'taste profile_mapped_clean_Savory', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chickpea', 'types of snack does it describe_mapped_clean_Crisps', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Energy for exercise')",1
139,"('explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'ingredients mentioned in the flavor names_mapped_clean_Ranch', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Savory', 'types of snack does it describe_mapped_clean_Crisps', 'types of snack does it describe_mapped_clean_Popped', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Entertaining guests')",1
140,"('explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Garlic', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'ingredients mentioned in the flavor names_mapped_clean_Tomatoes', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Bites', 'taste profile_mapped_clean_Savory', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chickpea', 'types of snack does it describe_mapped_clean_Crisps', 'types of snack does it describe_mapped_clean_Popped')",1
141,"('explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_non Genetically Modified non GMO', 'ingredients mentioned in the flavor names_mapped_clean_Barbecue', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'ingredients mentioned in the flavor names_mapped_clean_Jalapeno', 'ingredients mentioned in the flavor names_mapped_clean_Lime', 'ingredients mentioned in the flavor names_mapped_clean_Salt', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'preparation or cooking method_mapped_clean_Panfried', 'taste profile_mapped_clean_Savory', 'taste profile_mapped_clean_Spicy', 'taste profile_mapped_clean_Tangy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_At a party', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Sharing')",1
142,"('explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_No preservatives', 'explicitly claimed health or lifestyle benefits_mapped_clean_non Genetically Modified non GMO', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'ingredients mentioned in the flavor names_mapped_clean_Vinegar', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'preparation or cooking method_mapped_clean_Kettle Cooked', 'taste profile_mapped_clean_Savory', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Potato', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Sharing')",1
143,"('explicitly claimed health or lifestyle benefits_mapped_clean_Gluten free', 'explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_non Genetically Modified non GMO', 'ingredients mentioned in the flavor names_mapped_clean_Bacon', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'ingredients mentioned in the flavor names_mapped_clean_Lime', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'preparation or cooking method_mapped_clean_Popped', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Salty', 'taste profile_mapped_clean_Sweet', 'taste profile_mapped_clean_Tangy', 'types of snack does it describe_mapped_clean_Corn', 'types of snack does it describe_mapped_clean_Popcorn')",1
144,"('explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_No preservatives', 'explicitly claimed health or lifestyle benefits_mapped_clean_non Genetically Modified non GMO', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'ingredients mentioned in the flavor names_mapped_clean_Lemon', 'ingredients mentioned in the flavor names_mapped_clean_Salt', 'ingredients mentioned in the flavor names_mapped_clean_Tomatoes', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Savory', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Crackers', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_At a party', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Complement a meal', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Perfect for dipping')",1
145,"('explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_No preservatives', 'explicitly claimed health or lifestyle benefits_mapped_clean_Organic', 'explicitly claimed health or lifestyle benefits_mapped_clean_non Genetically Modified non GMO', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'ingredients mentioned in the flavor names_mapped_clean_Jalapeno', 'ingredients mentioned in the flavor names_mapped_clean_Lime', 'ingredients mentioned in the flavor names_mapped_clean_Salt', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Salty', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Corn', 'types of snack does it describe_mapped_clean_Tortilla', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Perfect for dipping')",1
146,"('explicitly claimed health or lifestyle benefits_mapped_clean_High Protein', 'explicitly claimed health or lifestyle benefits_mapped_clean_High in minerals', 'explicitly claimed health or lifestyle benefits_mapped_clean_Low carbohydrate', 'explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_No preservatives', 'explicitly claimed health or lifestyle benefits_mapped_clean_non Genetically Modified non GMO', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'ingredients mentioned in the flavor names_mapped_clean_Jalapeno', 'ingredients mentioned in the flavor names_mapped_clean_Sour Cream', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Savory', 'taste profile_mapped_clean_Spicy', 'taste profile_mapped_clean_Sweet', 'types of snack does it describe_mapped_clean_Chickpea', 'types of snack does it describe_mapped_clean_Puffs', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Defeat hunger')",1
147,"('one or multiple flavors_mapped_clean_One Flavour', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Salty', 'taste profile_mapped_clean_Sweet', 'textures described_mapped_clean_Chewy', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Bar', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_On the go')",1
148,"('cuisines of origin_mapped_clean_Japanese', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'ingredients mentioned in the flavor names_mapped_clean_Sweet Chili', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Savory', 'taste profile_mapped_clean_Spicy', 'taste profile_mapped_clean_Umami', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Grazing')",1
149,"('explicitly claimed health or lifestyle benefits_mapped_clean_Gluten free', 'explicitly claimed health or lifestyle benefits_mapped_clean_High Protein', 'explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_No preservatives', 'explicitly claimed health or lifestyle benefits_mapped_clean_non Genetically Modified non GMO', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Spicy', 'types of snack does it describe_mapped_clean_Chickpea', 'types of snack does it describe_mapped_clean_Puffs', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Defeat hunger')",1
134,"('explicitly claimed health or lifestyle benefits_mapped_clean_High Protein', 'explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_No preservatives', 'explicitly claimed health or lifestyle benefits_mapped_clean_Source of Fibre', 'ingredients mentioned in the flavor names_mapped_clean_BBQ', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Salt', 'ingredients mentioned in the flavor names_mapped_clean_Vinegar', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Bites', 'taste profile_mapped_clean_Savory', 'taste profile_mapped_clean_Sweet', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Popped', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Grazing')",1
133,"('explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_No preservatives', 'ingredients mentioned in the flavor names_mapped_clean_Salt', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_Product Mix', 'taste profile_mapped_clean_Savory', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chickpea', 'types of snack does it describe_mapped_clean_Pretzels', 'types of snack does it describe_mapped_clean_Puffs', 'types of snack does it describe_mapped_clean_Vegetable', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_At a party')",1
132,"('explicitly claimed health or lifestyle benefits_mapped_clean_Low calories', 'explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_No preservatives', 'ingredients mentioned in the flavor names_mapped_clean_BBQ', 'ingredients mentioned in the flavor names_mapped_clean_Chocolate', 'ingredients mentioned in the flavor names_mapped_clean_Salt', 'ingredients mentioned in the flavor names_mapped_clean_Vanilla', 'ingredients mentioned in the flavor names_mapped_clean_Yogurt', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Bites', 'taste profile_mapped_clean_Salty', 'taste profile_mapped_clean_Sweet', 'textures described_mapped_clean_Crispy', 'types of snack does it describe_mapped_clean_Chickpea', 'types of snack does it describe_mapped_clean_Popped')",1
123,"('explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_No preservatives', 'ingredients mentioned in the flavor names_mapped_clean_BBQ', 'ingredients mentioned in the flavor names_mapped_clean_Chocolate', 'ingredients mentioned in the flavor names_mapped_clean_Salt', 'ingredients mentioned in the flavor names_mapped_clean_Vanilla', 'ingredients mentioned in the flavor names_mapped_clean_Yogurt', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Sticks', 'taste profile_mapped_clean_Salty', 'taste profile_mapped_clean_Sweet', 'types of snack does it describe_mapped_clean_Vegetable', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Watching TV')",1
117,"('explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_No preservatives', 'ingredients mentioned in the flavor names_mapped_clean_Ranch', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Bites', 'taste profile_mapped_clean_Savory', 'types of snack does it describe_mapped_clean_Popped', 'types of snack does it describe_mapped_clean_Vegetable', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Grazing', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_as an alternative to potato crisps')",1
